min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.20519 28.75994 0.20519 28.75994 2.07192 25.90475 6.56351 3.80783 2.37628 4.26682 7.82107 2.55721 0.00000 0.13458 0.00035 0.00398 0.00587 0.83699 0.06955 0.12519 0.14545 0.29952 0.85867 0.03910 7.86548 0.43851
0.82946 66.40084 0.82946 66.40084 1.75026 62.28814 12.62524 8.21715 6.35504 10.21337 14.50839 6.41232 0.00001 0.41775 0.00375 0.02229 0.03095 3.16867 0.27716 0.47414 0.24113 0.43010 0.81140 0.07133 5.79988 0.45018
0.27029 61.17495 0.27029 61.17495 1.19258 60.36402 11.67326 7.80920 7.00127 9.71278 13.07642 6.51473 0.00008 0.43303 0.01089 0.02276 0.10219 6.58702 0.64190 1.00175 0.31260 0.52305 0.77321 0.08169 4.89529 0.45624
0.17391 46.81410 0.17391 46.81410 1.50099 44.01983 9.22386 5.93629 5.01081 7.31748 10.48918 4.77595 0.00015 0.42651 0.01348 0.02771 0.12354 9.21530 0.93640 1.41072 0.26734 0.47764 0.80051 0.07523 5.29128 0.45985
0.31386 46.01370 0.31386 46.01370 1.49695 42.57341 8.99659 5.78519 4.53401 7.08308 10.33686 4.54698 0.00013 0.40515 0.01211 0.02574 0.14965 11.51235 1.17044 1.76535 0.23709 0.43619 0.81479 0.06875 5.75956 0.45762
0.11201 41.63528 0.11201 41.63528 1.18331 38.77678 8.12099 5.26428 4.12944 6.42082 9.31979 4.17512 0.00011 0.39179 0.01064 0.02354 0.16753 13.74031 1.39040 2.10815 0.24184 0.43957 0.81189 0.06794 5.76825 0.46230
0.05435 31.32398 0.05435 31.32398 1.18206 29.03697 6.37528 4.03283 2.97479 4.77704 7.39657 3.12710 0.00011 0.39930 0.00979 0.02263 0.18069 15.54941 1.56794 2.38589 0.21174 0.40251 0.82233 0.05798 6.23481 0.45815
0.35644 36.13599 0.35644 36.13599 1.50464 32.96437 7.31760 4.57387 3.22173 5.41278 8.54772 3.44273 0.00011 0.39536 0.00951 0.02227 0.20090 17.18720 1.71567 2.63002 0.19538 0.37200 0.83316 0.05638 6.54053 0.44840
0.27931 38.13887 0.27931 38.13887 1.26775 35.20746 7.60221 4.84563 3.61262 5.85168 8.80042 3.74591 0.00010 0.37765 0.00921 0.02134 0.22849 19.07781 1.89053 2.91648 0.21706 0.40335 0.82244 0.06253 6.11380 0.44874
0.10031 35.12969 0.10031 35.12969 1.19135 32.51787 7.01366 4.47898 3.30762 5.35308 8.12671 3.48084 0.00010 0.35945 0.00868 0.02020 0.24059 20.92507 2.06499 3.19851 0.21552 0.40246 0.82138 0.06070 6.18400 0.45915
0.15645 30.44491 0.15645 30.44491 1.15949 27.95441 6.20655 3.90786 2.81119 4.61615 7.22629 2.99264 0.00010 0.33306 0.00833 0.01960 0.25417 22.56103 2.21784 3.44653 0.20325 0.38555 0.82886 0.05522 6.46206 0.45819
0.18639 27.12621 0.18639 27.12621 1.13703 24.74083 5.64398 3.50973 2.44510 4.10197 6.60470 2.63970 0.00010 0.30100 0.00814 0.01917 0.27052 23.99466 2.34852 3.66233 0.19175 0.36663 0.83606 0.05261 6.69444 0.45260
0.09095 25.26700 0.09095 25.26700 1.13802 22.94533 5.34456 3.28944 2.24439 3.81622 6.27564 2.43779 0.00010 0.26914 0.00811 0.01889 0.28866 25.29842 2.46507 3.85756 0.18411 0.35359 0.83777 0.05022 6.88242 0.45277
