min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.00273 26.77498 0.00273 26.77498 1.66114 24.07263 5.87270 4.08417 1.49484 3.42351 7.77444 2.62543 0.00000 0.32826 0.00610 0.02074 0.00011 0.77394 0.04297 0.09896 0.06485 0.17349 0.91056 0.01682 14.37984 0.43440
0.11291 62.38744 0.11291 62.38744 1.33303 55.58159 11.23686 8.68347 3.94879 8.48537 14.40281 6.61690 0.00000 0.30740 0.00798 0.01561 0.00264 2.95956 0.17344 0.38559 0.09467 0.23933 0.89211 0.03630 10.41477 0.43941
0.07922 59.90346 0.07922 59.90346 0.94235 53.58425 10.50360 8.23606 4.46552 8.13479 13.12654 6.77020 0.00001 0.46684 0.01559 0.03155 0.01116 6.24960 0.40272 0.82905 0.11778 0.29588 0.88111 0.04131 8.43782 0.44305
0.06171 44.82300 0.06171 44.82300 1.15790 40.70936 8.24061 6.29428 2.91405 5.80307 10.55447 4.95181 0.00002 0.42076 0.02164 0.03936 0.01883 8.79704 0.58275 1.16408 0.08578 0.24133 0.89416 0.03135 10.08177 0.44313
0.06071 44.01403 0.06071 44.01403 1.14974 39.53747 8.04193 6.12678 2.73534 5.71937 10.34712 4.69972 0.00002 0.44720 0.02025 0.03790 0.02343 10.99423 0.72040 1.44711 0.08423 0.23188 0.89647 0.03214 10.46715 0.44174
0.04312 39.83147 0.04312 39.83147 0.90593 35.62781 7.28761 5.56177 2.56220 5.22007 9.34033 4.31510 0.00002 0.48484 0.01814 0.03511 0.02819 13.12505 0.85538 1.72566 0.08749 0.24061 0.89203 0.03294 10.13161 0.44260
0.03852 29.75021 0.03852 29.75021 0.92053 26.73262 5.73955 4.27268 1.83604 3.79618 7.43523 3.22979 0.00002 0.47476 0.01689 0.03341 0.03209 14.85337 0.96558 1.94946 0.07562 0.21842 0.89758 0.02722 10.92100 0.43367
0.04282 34.14165 0.04282 34.14165 1.15771 30.61491 6.55897 4.86746 1.97524 4.36357 8.55015 3.55259 0.00002 0.46865 0.01630 0.03272 0.03459 16.39861 1.05617 2.14367 0.07349 0.20092 0.90065 0.02727 11.65795 0.43502
0.06087 36.18937 0.06087 36.18937 0.97595 32.22088 6.80972 5.12901 2.23271 4.74146 8.79798 3.86199 0.00002 0.45419 0.01608 0.03240 0.03752 18.18853 1.16357 2.37608 0.08168 0.22266 0.89628 0.03097 10.79027 0.43256
0.02751 33.38130 0.02751 33.38130 0.91634 29.81581 6.30296 4.74016 2.05977 4.31780 8.14621 3.59336 0.00002 0.44549 0.01544 0.03127 0.04082 19.94376 1.27212 2.60434 0.07975 0.22181 0.89475 0.02973 10.76597 0.43727
0.04510 28.79579 0.04510 28.79579 0.89703 25.78529 5.57859 4.14414 1.73024 3.67868 7.25031 3.08668 0.00002 0.42736 0.01482 0.03024 0.04347 21.49457 1.36670 2.80317 0.07472 0.21006 0.89723 0.02658 11.30953 0.43025
0.03248 25.56880 0.03248 25.56880 0.88024 22.87959 5.07255 3.72760 1.49975 3.25018 6.62457 2.71813 0.00001 0.39544 0.01448 0.02955 0.04540 22.84789 1.44696 2.97447 0.07181 0.19965 0.89922 0.02439 11.84674 0.42802
0.02452 23.74921 0.02452 23.74921 0.87932 21.22440 4.80040 3.49799 1.37559 3.01853 6.28814 2.50692 0.00001 0.38310 0.01439 0.02920 0.04685 24.07484 1.51840 3.12890 0.07064 0.19326 0.89809 0.02362 12.09636 0.42784
0.02018 22.54588 0.02018 22.54588 0.85035 20.11289 4.59898 3.33891 1.30355 2.87114 6.03052 2.37558 0.00001 0.38049 0.01448 0.02908 0.04800 25.23269 1.58537 3.27459 0.07087 0.19106 0.89829 0.02314 12.21208 0.42712
0.01627 21.10100 0.01627 21.10100 0.82105 18.83274 4.35775 3.14916 1.21685 2.68526 5.72215 2.22393 0.00001 0.39320 0.01464 0.02907 0.04895 26.32462 1.64844 3.41187 0.07046 0.18843 0.89814 0.02075 12.70931 0.42675
0.01252 19.48441 0.01252 19.48441 0.79038 17.44679 4.08642 2.93651 1.11916 2.47727 5.37540 2.05352 0.00001 0.40361 0.01483 0.02910 0.04970 27.33971 1.70685 3.53900 0.06987 0.18501 0.89938 0.01917 13.11624 0.42687
0.00897 17.72601 0.00897 17.72601 0.77126 15.93811 3.79674 2.70760 1.01334 2.25346 5.00584 1.86614 0.00001 0.41213 0.01505 0.02916 0.05025 28.26948 1.76013 3.65489 0.06915 0.18070 0.89946 0.01742 13.70776 0.42625
0.00569 16.55644 0.00569 16.55644 0.79600 14.96076 3.63826 2.56867 0.93995 2.10903 4.81040 1.73071 0.00001 0.41953 0.01531 0.02925 0.05063 29.12113 1.80865 3.76045 0.06806 0.17560 0.90254 0.01589 14.40503 0.42278
0.00549 16.54638 0.00549 16.54638 0.79891 14.91274 3.63662 2.56157 0.94466 2.11860 4.80601 1.71663 0.00001 0.42833 0.01559 0.02940 0.05093 29.94737 1.85566 3.86302 0.06937 0.17652 0.90101 0.01643 14.16652 0.42962
0.00544 16.47870 0.00544 16.47870 0.79048 14.82732 3.62082 2.55061 0.94408 2.11436 4.78360 1.71030 0.00001 0.43529 0.01588 0.02958 0.05122 30.77380 1.90295 3.96632 0.06994 0.17729 0.90101 0.01716 13.88609 0.43014
0.00273 16.47870 0.00273 16.47870 0.77126 14.82732 3.62082 2.55061 0.93995 2.10903 4.78360 1.71030 0.00000 0.30740 0.00610 0.01561 0.00011 0.77394 0.04297 0.09896 0.06485 0.17349 0.88111 0.01589 8.43782 0.42278
0.11291 62.38744 0.11291 62.38744 1.66114 55.58159 11.23686 8.68347 4.46552 8.48537 14.40281 6.77020 0.00002 0.48484 0.02164 0.03936 0.05122 30.77380 1.90295 3.96632 0.11778 0.29588 0.91056 0.04131 14.40503 0.44313
0.03534 30.98748 0.03534 30.98748 0.96978 27.77090 5.98908 4.45893 1.91558 4.02908 7.75861 3.31027 0.00001 0.41884 0.01519 0.03019 0.03574 18.88549 1.19176 2.45503 0.07751 0.20820 0.89750 0.02553 11.87519 0.43292
0.02818 13.25611 0.02818 13.25611 0.21728 11.84696 2.14678 1.74753 0.96643 1.82651 2.66739 1.48017 0.00001 0.04490 0.00331 0.00501 0.01613 9.04343 0.55873 1.16384 0.01194 0.03035 0.00544 0.00712 1.63703 0.00624
