min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.00642 29.68305 0.00642 29.68305 1.93750 24.20207 6.19960 4.01548 1.83337 3.85330 7.84410 2.59233 0.00000 0.17144 0.00194 0.00611 0.00032 0.86753 0.05357 0.11313 0.07569 0.22186 0.90538 0.02609 11.05879 0.44511
0.16374 66.71527 0.16374 66.71527 1.67909 55.72918 11.92095 8.44683 4.88136 9.07839 14.57234 6.44094 0.00001 0.38321 0.00592 0.01805 0.00372 3.23784 0.21363 0.42506 0.12449 0.31723 0.87694 0.04450 8.17911 0.44542
0.20843 61.62036 0.20843 61.62036 1.14604 52.10586 11.04412 8.01675 5.28963 8.59696 13.21149 6.59304 0.00001 0.37655 0.01459 0.02727 0.02043 6.66170 0.49215 0.89299 0.14454 0.36761 0.85408 0.04387 7.31851 0.44295
0.06201 47.28514 0.06201 47.28514 1.37019 39.44675 8.65006 6.12766 3.56925 6.34174 10.56370 4.81228 0.00001 0.42681 0.01601 0.03127 0.04183 9.30451 0.70738 1.25150 0.11596 0.31579 0.87580 0.04011 8.20736 0.44781
0.06281 46.75845 0.06281 46.75845 1.38077 39.29292 8.46280 5.97272 3.35250 6.22230 10.38754 4.58110 0.00002 0.41191 0.01528 0.02963 0.05204 11.63109 0.87699 1.56097 0.11177 0.30269 0.88103 0.03919 8.60532 0.44753
0.07850 42.43016 0.07850 42.43016 1.09319 35.23097 7.64826 5.43966 3.06390 5.65614 9.37491 4.21762 0.00002 0.39777 0.01419 0.02717 0.05896 13.89792 1.04039 1.86303 0.11254 0.30507 0.88089 0.04051 8.48550 0.44522
0.04095 32.07328 0.04095 32.07328 1.08756 26.29179 6.00164 4.18988 2.18703 4.18992 7.43837 3.16389 0.00003 0.37892 0.01338 0.02545 0.06435 15.74635 1.17156 2.10706 0.09636 0.27632 0.88923 0.03395 9.34108 0.43815
0.05338 36.93121 0.05338 36.93121 1.37691 30.35098 6.89667 4.75921 2.41274 4.79529 8.58550 3.47787 0.00004 0.38580 0.01310 0.02470 0.06751 17.42235 1.28079 2.32191 0.09485 0.26385 0.89035 0.03374 9.61845 0.44495
0.03091 39.01783 0.03091 39.01783 1.18089 31.94847 7.16687 5.01908 2.71627 5.18312 8.84314 3.78029 0.00004 0.40393 0.01286 0.02412 0.07073 19.35491 1.41248 2.57581 0.10533 0.28796 0.88323 0.03860 8.87235 0.44106
0.06850 35.97339 0.06850 35.97339 1.09349 29.44349 6.61246 4.64470 2.47339 4.73571 8.17140 3.51693 0.00004 0.39426 0.01221 0.02288 0.07450 21.24628 1.54331 2.82546 0.10199 0.28294 0.88570 0.03551 9.17206 0.44338
0.05513 31.20455 0.05513 31.20455 1.06345 25.45627 5.84867 4.06289 2.09430 4.07879 7.26271 3.02490 0.00004 0.38235 0.01173 0.02195 0.07784 22.92179 1.65727 3.04460 0.09570 0.27066 0.88952 0.03443 9.40425 0.44118
0.03950 27.87857 0.03950 27.87857 1.04343 22.68501 5.32121 3.65738 1.83546 3.64099 6.63408 2.66861 0.00004 0.37306 0.01151 0.02145 0.08024 24.39313 1.75496 3.23557 0.09129 0.26001 0.89148 0.03238 9.73188 0.43970
0.02962 26.02259 0.02962 26.02259 1.04505 21.11657 5.04108 3.43490 1.69512 3.40204 6.30130 2.46544 0.00004 0.36836 0.01148 0.02133 0.08194 25.73432 1.84272 3.40920 0.08870 0.25296 0.89299 0.03026 10.03133 0.44015
0.02513 24.75587 0.02513 24.75587 1.00752 20.03706 4.82976 3.27880 1.61158 3.24358 6.04185 2.33820 0.00004 0.36663 0.01156 0.02147 0.08330 27.00342 1.92539 3.57358 0.08820 0.25095 0.89328 0.03080 10.01838 0.44230
0.02156 23.24389 0.02156 23.24389 0.97228 18.78726 4.57511 3.09340 1.50837 3.04609 5.73016 2.19138 0.00004 0.36436 0.01169 0.02171 0.08447 28.20284 2.00346 3.72905 0.08688 0.24783 0.89215 0.02982 10.15526 0.44354
0.01784 21.54847 0.01784 21.54847 0.93476 17.39580 4.28939 2.88545 1.39238 2.82446 5.38051 2.02618 0.00004 0.36160 0.01184 0.02201 0.08545 29.32181 2.07603 3.87388 0.08521 0.24385 0.89308 0.02903 10.26998 0.44162
0.01396 19.70990 0.01396 19.70990 0.90802 15.89639 3.98299 2.66022 1.26706 2.58481 5.00591 1.84424 0.00004 0.35897 0.01203 0.02236 0.08624 30.35109 2.14253 4.00686 0.08314 0.23898 0.89277 0.02769 10.52454 0.44174
0.01058 18.54220 0.01058 18.54220 0.94017 14.96073 3.81953 2.52461 1.18198 2.43234 4.81294 1.71432 0.00004 0.35740 0.01225 0.02278 0.08686 31.29973 2.20341 4.12902 0.08040 0.23248 0.89790 0.02693 10.71358 0.44097
0.00966 18.50438 0.00966 18.50438 0.94686 14.93176 3.82195 2.51873 1.18556 2.43556 4.81492 1.70156 0.00004 0.35773 0.01253 0.02330 0.08735 32.22224 2.26247 4.24777 0.08096 0.23281 0.89665 0.02637 10.75560 0.44985
0.00978 18.41933 0.00978 18.41933 0.93540 14.85945 3.80579 2.50797 1.18428 2.42846 4.79316 1.69542 0.00004 0.35746 0.01280 0.02381 0.08784 33.14327 2.32179 4.36689 0.08140 0.23376 0.89589 0.02695 10.63965 0.44984
