min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.12251 27.10434 0.12251 27.10434 1.83932 25.31776 6.78077 3.64734 2.73050 4.08107 7.84237 2.64533 0.00000 0.03110 0.00089 0.00251 0.00331 0.78896 0.07922 0.11933 0.11798 0.32591 0.81874 0.02807 7.41790 0.46014
0.09406 62.30571 0.09406 62.30571 1.49423 56.64745 13.06884 8.02340 7.42027 10.18405 14.54936 6.59614 0.00002 0.31631 0.01212 0.02215 0.01620 2.94036 0.32069 0.45959 0.19688 0.45286 0.76200 0.09458 4.45251 0.45985
0.31357 57.46404 0.31357 57.46404 0.90198 53.09841 11.99144 7.67359 7.83128 9.60788 13.08184 6.66313 0.00004 0.43755 0.02041 0.03440 0.03769 6.15429 0.74174 0.98660 0.23636 0.51132 0.66121 0.10042 3.98562 0.45437
0.09818 44.52121 0.09818 44.52121 1.21923 40.89966 9.43701 5.78010 5.41689 6.98751 10.49070 4.90130 0.00003 0.44168 0.01961 0.03271 0.07500 8.57685 1.06086 1.37903 0.20060 0.45128 0.73811 0.07279 4.59168 0.46502
0.11913 43.46630 0.11913 43.46630 1.24871 40.79764 9.28583 5.65721 5.16736 6.97421 10.36531 4.69390 0.00003 0.42683 0.01955 0.03406 0.11910 10.75054 1.32117 1.72425 0.18953 0.43910 0.76104 0.08008 4.62138 0.46636
0.09073 38.94604 0.09073 38.94604 0.95653 36.15884 8.37977 5.12103 4.74884 6.27943 9.33145 4.28979 0.00003 0.41003 0.01862 0.03626 0.14422 12.83555 1.57390 2.06066 0.19489 0.44995 0.75628 0.08086 4.52972 0.46412
0.01277 29.62132 0.01277 29.62132 0.98605 27.41036 6.57046 3.90625 3.36856 4.59913 7.40969 3.21290 0.00003 0.41831 0.01783 0.03692 0.16723 14.53453 1.77660 2.33038 0.16715 0.40646 0.76693 0.05838 5.17621 0.45715
0.11495 34.01867 0.11495 34.01867 1.26309 31.68469 7.55987 4.42821 3.70614 5.25453 8.56995 3.54952 0.00003 0.40829 0.01796 0.03712 0.17838 16.08661 1.94472 2.56521 0.15703 0.38795 0.77881 0.05630 5.39652 0.45852
0.08111 35.61001 0.08111 35.61001 1.06192 33.18653 7.85765 4.70424 4.18000 5.73222 8.82158 3.85275 0.00003 0.37901 0.01751 0.03689 0.19493 17.85053 2.14678 2.84527 0.17587 0.42176 0.76692 0.07358 4.78408 0.45595
0.07688 32.98423 0.07688 32.98423 0.97913 30.57805 7.24034 4.34271 3.79782 5.20494 8.14264 3.57506 0.00003 0.38726 0.01672 0.03671 0.20775 19.58041 2.34816 3.12076 0.17204 0.41446 0.76670 0.06543 4.99447 0.45622
0.06646 28.71148 0.06646 28.71148 0.96801 26.66340 6.40576 3.78077 3.21008 4.45419 7.24336 3.07610 0.00002 0.39638 0.01629 0.03661 0.21536 21.11968 2.52290 3.36078 0.16231 0.39800 0.77031 0.05732 5.27722 0.45659
0.06862 25.59852 0.06862 25.59852 0.95744 23.82796 5.82798 3.38761 2.79839 3.94827 6.62205 2.71323 0.00002 0.42654 0.01622 0.03689 0.22440 22.47292 2.67243 3.56860 0.15324 0.38328 0.77652 0.05135 5.53733 0.45550
0.04749 23.85430 0.04749 23.85430 0.96762 22.22533 5.52024 3.17042 2.56707 3.66513 6.29428 2.50604 0.00002 0.44017 0.01630 0.03700 0.23205 23.70413 2.80584 3.75612 0.14712 0.37277 0.78167 0.04432 5.87772 0.45627
0.01974 22.65663 0.01974 22.65663 0.93909 21.13067 5.29051 3.02197 2.43202 3.48211 6.03974 2.37590 0.00002 0.42178 0.01645 0.03686 0.23743 24.86732 2.93080 3.93262 0.14548 0.36961 0.78482 0.04409 5.90194 0.45926
0.01865 21.25410 0.01865 21.25410 0.90628 19.83534 5.01050 2.84557 2.26785 3.25734 5.72936 2.22491 0.00002 0.42638 0.01664 0.03671 0.24187 25.96584 3.04842 4.09887 0.14315 0.36526 0.78908 0.04046 6.11631 0.45984
0.02719 19.68869 0.02719 19.68869 0.87542 18.39562 4.69691 2.64859 2.08365 3.00579 5.38186 2.05586 0.00002 0.42970 0.01690 0.03662 0.24512 26.99019 3.15726 4.25287 0.14038 0.35962 0.78954 0.03769 6.31008 0.46028
0.02221 17.97977 0.02221 17.97977 0.85577 16.83214 4.36127 2.43570 1.88518 2.73570 5.01027 1.87026 0.00002 0.43238 0.01727 0.03661 0.24690 27.93175 3.25649 4.39325 0.13709 0.35267 0.79463 0.03507 6.54058 0.46020
0.07253 16.87381 0.07253 16.87381 0.88917 15.83162 4.18003 2.30305 1.74797 2.55966 4.81749 1.73789 0.00002 0.42882 0.01776 0.03674 0.24930 28.79809 3.34677 4.52107 0.13219 0.34327 0.80243 0.03092 6.95690 0.46163
0.07350 16.79754 0.07350 16.79754 0.89667 15.78267 4.18248 2.29533 1.74729 2.55589 4.82075 1.72496 0.00002 0.42251 0.01833 0.03698 0.25411 29.63877 3.43395 4.64455 0.13223 0.34292 0.80169 0.03031 7.01102 0.46365
0.07299 16.71350 0.07299 16.71350 0.88620 15.70781 4.16375 2.28503 1.74517 2.54791 4.79767 1.71852 0.00002 0.41699 0.01883 0.03717 0.25866 30.47683 3.52133 4.76834 0.13288 0.34427 0.80128 0.03092 6.93169 0.46764
0.01277 16.71350 0.01277 16.71350 0.85577 15.70781 4.16375 2.28503 1.74517 2.54791 4.79767 1.71852 0.00000 0.03110 0.00089 0.00251 0.00331 0.78896 0.07922 0.11933 0.11798 0.32591 0.66121 0.02807 3.98562 0.45437
