min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.06772 57.71870 0.06772 57.71870 1.83476 49.75803 12.13361 8.61108 5.46653 10.56252 14.46093 6.33693 0.00001 0.27663 0.01321 0.02149 0.00283 2.74373 0.24338 0.48405 0.06750 0.37400 0.83473 0.07476 7.07825 0.47612
0.01256 54.54218 0.01256 54.54218 1.20323 47.16901 11.19548 8.25529 5.83321 10.18247 13.06733 6.49652 0.00004 0.47825 0.03412 0.05878 0.00846 5.74489 0.54986 1.03948 0.07517 0.41163 0.80363 0.08147 6.24389 0.47768
0.04348 41.30719 0.04348 41.30719 1.42044 36.24928 8.86725 6.26433 4.15271 7.51612 10.51299 4.76999 0.00003 0.46028 0.02784 0.05553 0.01895 8.08088 0.79433 1.46883 0.06489 0.39831 0.82801 0.06860 6.89091 0.48084
0.10356 40.21185 0.10356 40.21185 1.44711 34.84274 8.65542 6.05872 3.89287 7.25703 10.31791 4.52288 0.00003 0.40436 0.02549 0.05042 0.02950 10.09488 0.99162 1.83277 0.06284 0.38547 0.83486 0.06811 7.11157 0.48032
0.10738 36.42256 0.10738 36.42256 1.15966 31.12849 7.81758 5.50167 3.56274 6.57794 9.30285 4.14783 0.00002 0.33089 0.02232 0.04368 0.03760 12.04280 1.18132 2.18449 0.06316 0.38748 0.83350 0.06811 7.04060 0.48115
0.06756 27.30401 0.06756 27.30401 1.13484 23.24781 6.14001 4.20682 2.56818 4.85536 7.38685 3.10445 0.00002 0.29464 0.02012 0.03959 0.04308 13.62395 1.33431 2.46817 0.05539 0.36971 0.84765 0.05763 7.67022 0.47384
0.06767 31.29775 0.06767 31.29775 1.43083 26.55025 7.05884 4.77933 2.82511 5.53860 8.53673 3.41558 0.00002 0.31072 0.01922 0.03763 0.04681 15.04531 1.46325 2.71785 0.05417 0.36255 0.85293 0.05256 8.21107 0.46940
0.05209 33.12113 0.05209 33.12113 1.25033 28.11217 7.31003 5.05491 3.10248 5.95316 8.77879 3.70989 0.00002 0.32766 0.01845 0.03600 0.05001 16.68380 1.61466 3.01043 0.05835 0.36880 0.84379 0.06496 7.42796 0.47207
0.04200 30.54785 0.04200 30.54785 1.14716 25.84694 6.74860 4.67371 2.84418 5.45555 8.11154 3.44964 0.00002 0.33470 0.01768 0.03499 0.05305 18.28978 1.76465 3.29791 0.05716 0.36739 0.84467 0.06436 7.46011 0.47406
0.03713 26.41426 0.03713 26.41426 1.11236 22.35531 5.97309 4.07610 2.41555 4.68205 7.21495 2.96680 0.00002 0.36118 0.01705 0.03415 0.05575 19.70994 1.89592 3.55036 0.05418 0.36124 0.85093 0.05276 8.11680 0.47274
0.03133 23.56894 0.03133 23.56894 1.08929 19.87258 5.43410 3.65730 2.11208 4.14653 6.59374 2.61648 0.00002 0.39981 0.01661 0.03352 0.05776 20.95055 2.00851 3.76929 0.05216 0.35563 0.85522 0.05008 8.39335 0.47208
0.02378 21.97533 0.02378 21.97533 1.08943 18.48860 5.14683 3.42737 1.94331 3.85076 6.26511 2.41625 0.00002 0.42919 0.01635 0.03308 0.05922 22.07626 2.10933 3.96715 0.05098 0.35155 0.86043 0.04814 8.60571 0.46968
0.01800 20.88698 0.01800 20.88698 1.05120 17.55734 4.92908 3.26887 1.83839 3.65629 6.00797 2.29139 0.00002 0.43003 0.01618 0.03263 0.06030 23.13856 2.20386 4.15368 0.05071 0.34996 0.86128 0.04709 8.71200 0.46948
0.01387 19.60769 0.01387 19.60769 1.01366 16.48067 4.66796 3.08083 1.71555 3.42323 5.69858 2.14689 0.00002 0.40868 0.01607 0.03213 0.06113 24.14066 2.29278 4.32956 0.05024 0.34767 0.86193 0.04519 8.88645 0.47041
0.01040 18.17703 0.01040 18.17703 0.97303 15.27841 4.37559 2.86997 1.57939 3.16266 5.35168 1.98450 0.00002 0.38095 0.01600 0.03165 0.06177 25.07363 2.37522 4.49296 0.04973 0.34503 0.86378 0.04269 9.12946 0.46934
0.00721 16.63460 0.00721 16.63460 0.94450 13.99878 4.06322 2.64229 1.43500 2.88410 4.98067 1.80617 0.00002 0.37699 0.01599 0.03120 0.06232 25.92991 2.45058 4.64258 0.04922 0.34179 0.86824 0.03940 9.46614 0.46761
0.00741 15.64775 0.00741 15.64775 0.97379 13.19472 3.89707 2.50320 1.33743 2.70308 4.79059 1.67849 0.00002 0.37334 0.01606 0.03079 0.06283 26.71725 2.51953 4.77971 0.04836 0.33781 0.87379 0.03759 9.74170 0.46670
0.00558 15.61607 0.00558 15.61607 0.98217 13.17532 3.89976 2.49674 1.34036 2.70169 4.79319 1.66642 0.00002 0.36209 0.01624 0.03043 0.06344 27.48138 2.58634 4.91270 0.04875 0.33940 0.87379 0.03629 9.84639 0.47055
0.00542 15.54317 0.00542 15.54317 0.97117 13.11746 3.88270 2.48619 1.33653 2.69130 4.77151 1.66053 0.00002 0.34744 0.01645 0.03011 0.06409 28.24423 2.65333 5.04589 0.04888 0.33967 0.87269 0.03647 9.81000 0.47227
0.00999 25.01837 0.00999 25.01837 1.97499 21.26322 6.33637 3.97729 2.11110 4.31200 7.81132 2.53827 0.00000 0.24994 0.00776 0.02441 0.00023 0.73085 0.06117 0.12575 0.04492 0.33958 0.87853 0.03628 9.96704 0.46598
0.00542 15.54317 0.00542 15.54317 0.94450 13.11746 3.88270 2.48619 1.33653 2.69130 4.77151 1.66053 0.00000 0.24994 0.00776 0.02149 0.00023 0.73085 0.06117 0.12575 0.04492 0.33781 0.80363 0.03628 6.24389 0.46598
0.10738 57.71870 0.10738 57.71870 1.97499 49.75803 12.13361 8.61108 5.83321 10.56252 14.46093 6.49652 0.00004 0.47825 0.03412 0.05878 0.06409 28.24423 2.65333 5.04589 0.07517 0.41163 0.87853 0.08147 9.96704 0.48115
