min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.46695 25.34519 0.46695 25.34519 2.02835 21.94708 7.32307 3.30649 4.20975 4.96039 7.84179 2.60207 0.00000 0.00632 0.00060 0.00087 0.01320 0.74095 0.12224 0.14561 0.19257 0.52479 0.73049 0.06440 4.63738 0.46710
0.51553 56.95096 0.51553 56.95096 1.83458 48.72014 14.03104 7.66179 10.71591 12.05770 14.58339 6.49028 0.00002 0.27921 0.00758 0.01610 0.04713 2.76534 0.48192 0.55290 0.23999 0.64035 0.60088 0.14978 3.14372 0.45542
0.18392 54.37107 0.18392 54.37107 1.27696 46.57551 12.95486 7.64389 11.53974 11.95952 13.19064 6.62902 0.00003 0.36963 0.01594 0.02931 0.08419 5.72532 1.08439 1.18581 0.32753 0.75681 0.54932 0.19953 2.73368 0.45514
0.09592 41.57574 0.09592 41.57574 1.55096 36.61181 10.34665 5.80322 8.80871 9.42194 10.60289 4.90283 0.00004 0.39136 0.01890 0.03939 0.12833 8.04955 1.58181 1.70188 0.30431 0.74516 0.55156 0.18241 2.85042 0.47633
0.03631 40.40091 0.03631 40.40091 1.52260 35.84017 10.13157 5.57348 8.26506 9.06405 10.44255 4.67692 0.00003 0.37125 0.01853 0.03834 0.14981 10.06847 2.00527 2.15761 0.26315 0.70246 0.57305 0.17354 2.95395 0.47232
0.08357 36.46905 0.08357 36.46905 1.22088 31.83663 9.07874 5.03739 7.23793 8.01477 9.38545 4.27103 0.00003 0.34580 0.01665 0.03551 0.15615 12.01685 2.39762 2.58975 0.26715 0.68153 0.58693 0.15900 3.07795 0.46502
0.08912 27.88329 0.08912 27.88329 1.19022 24.38022 7.12528 3.80083 5.26386 5.98342 7.43542 3.19604 0.00003 0.33855 0.01533 0.03357 0.16194 13.61190 2.70886 2.93629 0.26065 0.64288 0.60779 0.13522 3.33341 0.46433
0.45649 31.97714 0.45649 31.97714 1.49967 27.91406 8.18792 4.23577 5.72603 6.65621 8.59811 3.51726 0.00003 0.32775 0.01483 0.03186 0.17721 15.07083 2.97320 3.24124 0.23419 0.60452 0.63068 0.12260 3.49811 0.47150
0.22164 33.41671 0.22164 33.41671 1.28859 28.87057 8.45908 4.51488 6.19232 7.04282 8.83675 3.81016 0.00003 0.32301 0.01400 0.03007 0.19858 16.72748 3.27611 3.58795 0.24761 0.62656 0.61852 0.13533 3.31850 0.46038
0.18945 31.02091 0.18945 31.02091 1.19704 26.95233 7.81967 4.19920 5.75489 6.55969 8.16370 3.54587 0.00003 0.32552 0.01312 0.02881 0.21604 18.35328 3.57782 3.93049 0.25771 0.63348 0.61335 0.13420 3.33983 0.46147
0.24197 27.03038 0.24197 27.03038 1.15972 23.55738 6.92419 3.63858 4.91745 5.66384 7.25855 3.05245 0.00003 0.31780 0.01248 0.02754 0.22984 19.80132 3.84437 4.23493 0.24883 0.61697 0.62164 0.12200 3.48872 0.46600
0.30932 24.15772 0.30932 24.15772 1.12829 21.01519 6.29169 3.22524 4.28201 4.97117 6.62653 2.68938 0.00003 0.30469 0.01213 0.02644 0.24483 21.07492 4.07337 4.49822 0.23922 0.59654 0.63603 0.10774 3.67611 0.46644
0.34884 22.49432 0.34884 22.49432 1.12605 19.52991 5.95348 2.98965 3.91684 4.56306 6.29282 2.48028 0.00003 0.28995 0.01202 0.02557 0.26210 22.23399 4.27723 4.73299 0.23279 0.58182 0.65156 0.09230 3.90722 0.46682
0.35748 21.34330 0.35748 21.34330 1.08448 18.49914 5.69779 2.83534 3.69202 4.29639 6.03199 2.34970 0.00003 0.27484 0.01202 0.02486 0.28089 23.32864 4.46742 4.95156 0.23093 0.57619 0.65183 0.08808 3.97388 0.46693
