min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.24681 25.51038 0.24681 25.51038 1.89174 22.39379 7.32390 3.24581 4.15096 4.84355 7.84601 2.54544 0.00000 0.01966 0.00046 0.00101 0.01495 0.74380 0.12109 0.14244 0.19213 0.48419 0.74440 0.05513 5.04181 0.45200
0.15831 58.28389 0.15831 58.28389 1.69660 50.82590 13.98759 7.39090 10.24887 11.10541 14.60281 6.37504 0.00001 0.38154 0.01000 0.02252 0.05086 2.80383 0.47076 0.52833 0.27771 0.59876 0.62770 0.10417 3.45257 0.42973
0.40076 54.20002 0.40076 54.20002 1.09042 47.97445 12.77685 7.08532 10.52686 9.65094 13.14709 6.49353 0.00002 0.48322 0.02259 0.04492 0.08101 5.71543 1.02925 1.06253 0.35247 0.65470 0.45726 0.09464 3.16650 0.39813
0.26088 42.60380 0.26088 42.60380 1.29997 35.09165 10.11486 5.33060 7.89418 7.80592 10.48028 4.70314 0.00006 0.38319 0.02577 0.04777 0.14260 8.07506 1.47636 1.47478 0.33099 0.63786 0.54082 0.11318 3.20731 0.44640
0.07169 41.09741 0.07169 41.09741 1.40766 36.78436 10.17127 5.34764 8.59497 8.63023 10.43066 4.53550 0.00005 0.42408 0.03080 0.05034 0.18521 10.15795 1.88494 1.87627 0.37532 0.69260 0.52714 0.17119 2.78230 0.48206
0.19247 36.80902 0.19247 36.80902 1.12789 32.76933 9.21839 4.88592 8.07797 7.89179 9.40605 4.15967 0.00005 0.48594 0.03337 0.05257 0.22513 12.12790 2.31116 2.28605 0.39383 0.71848 0.51384 0.18524 2.68190 0.46778
0.11923 28.14730 0.11923 28.14730 1.10660 24.51379 7.22693 3.68244 5.92166 5.93995 7.44172 3.10795 0.00004 0.43007 0.03375 0.05309 0.26057 13.73567 2.66055 2.62185 0.36394 0.68052 0.53936 0.15607 2.89073 0.47556
0.16192 32.32357 0.16192 32.32357 1.40834 28.70350 8.28566 4.14041 6.26422 6.70114 8.61830 3.43389 0.00004 0.46251 0.03391 0.05432 0.27995 15.20055 2.95504 2.92576 0.29821 0.61739 0.59162 0.11239 3.40595 0.47925
0.06437 33.86369 0.06437 33.86369 1.20252 29.77541 8.47135 4.36428 6.23824 6.72373 8.83882 3.71299 0.00004 0.46023 0.03254 0.05359 0.28855 16.85018 3.27378 3.26620 0.28347 0.60269 0.61158 0.11929 3.32226 0.44897
0.11660 31.25926 0.11660 31.25926 1.07255 27.24859 7.78429 4.00209 5.67456 6.04349 8.13146 3.43355 0.00004 0.44954 0.03077 0.05212 0.30581 18.48579 3.57274 3.58481 0.28460 0.59857 0.59950 0.10450 3.45897 0.45018
0.02825 27.12196 0.02825 27.12196 1.04573 23.73831 6.89660 3.48427 4.86832 5.29350 7.23036 2.95610 0.00004 0.43769 0.02944 0.05096 0.31786 19.94309 3.83567 3.86640 0.27164 0.58224 0.61853 0.09453 3.66014 0.45500
