min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.05139 19.03794 0.05139 19.03794 1.10234 17.31156 3.88495 2.64493 1.14550 2.40748 5.08226 1.67527 0.00000 0.02294 0.00044 0.00080 0.00000 0.00000 0.00000 0.00000 0.08136 0.22353 0.89039 0.03145 9.83930 0.46374
0.06743 21.06138 0.06743 21.06138 1.40469 19.37048 4.35690 2.93356 1.30843 2.73147 5.68926 1.80813 0.00000 0.06259 0.00071 0.00225 0.00000 0.00000 0.00000 0.00000 0.08380 0.22699 0.89174 0.03513 9.44818 0.46488
0.10120 24.90038 0.10120 24.90038 1.63854 23.10740 5.09801 3.45221 1.61558 3.31694 6.62004 2.16817 0.00000 0.05200 0.00122 0.00224 0.00000 0.00000 0.00000 0.00000 0.08964 0.23733 0.88823 0.04148 8.85133 0.46059
0.16427 31.05200 0.16427 31.05200 1.85706 28.93797 6.17365 4.24669 2.08455 4.18141 7.96082 2.78801 0.00000 0.05754 0.00200 0.00315 0.00000 0.00000 0.00000 0.00000 0.09513 0.25151 0.88169 0.04643 8.38385 0.45710
0.25730 38.94577 0.25730 38.94577 1.81994 36.50835 7.42756 5.25400 2.74206 5.35664 9.47540 3.65236 0.00001 0.22601 0.00332 0.00664 0.00000 0.00000 0.00000 0.00000 0.10621 0.27614 0.87206 0.05205 7.92926 0.45202
0.24088 49.07903 0.24088 49.07903 2.02863 46.05227 9.09438 6.52174 3.60563 6.79019 11.49329 4.69569 0.00002 0.31403 0.00459 0.00882 0.00000 0.00000 0.00000 0.00000 0.11723 0.30121 0.86391 0.05535 7.51623 0.45132
0.10904 60.33476 0.10904 60.33476 1.90737 56.23695 10.74645 7.86757 4.75179 8.41514 13.36647 5.95241 0.00002 0.24974 0.00596 0.01048 0.00000 0.00000 0.00000 0.00000 0.13890 0.34331 0.84038 0.06229 6.81903 0.44757
0.20153 70.40008 0.20153 70.40008 1.85351 65.07747 12.18490 8.97905 5.82520 9.70374 14.96446 7.02160 0.00002 0.35586 0.00859 0.01639 0.00000 0.00000 0.00000 0.00000 0.15533 0.38077 0.82204 0.06349 6.40360 0.44613
0.06434 76.14987 0.06434 76.14987 1.64899 69.80733 12.90761 9.53733 6.47172 10.23486 15.72047 7.67577 0.00002 0.44068 0.01221 0.02600 0.00000 0.00000 0.00000 0.00000 0.16504 0.41105 0.80645 0.06359 6.10079 0.43995
0.25044 75.70833 0.25044 75.70833 1.38556 69.05004 12.63407 9.32089 6.32694 9.72650 15.39066 7.64967 0.00003 0.45501 0.01608 0.03594 0.00000 0.00000 0.00000 0.00000 0.16079 0.41726 0.80887 0.05597 6.18136 0.43730
0.30929 70.53966 0.30929 70.53966 1.23823 64.37115 11.72792 8.60497 5.69634 8.72856 14.36407 7.08941 0.00004 0.44222 0.01857 0.04077 0.00000 0.00000 0.00000 0.00000 0.15021 0.41027 0.82148 0.05355 6.27467 0.43286
0.30219 64.19457 0.30219 64.19457 1.18264 58.68627 10.74359 7.85251 5.05619 7.89823 13.22932 6.40554 0.00005 0.44953 0.01943 0.04153 0.00000 0.00000 0.00000 0.00000 0.14131 0.39855 0.83606 0.05467 6.40790 0.43829
0.22242 57.91724 0.22242 57.91724 1.10454 52.93951 9.76695 7.12245 4.46113 7.11653 12.08590 5.75192 0.00005 0.42010 0.01925 0.04029 0.00000 0.00000 0.00000 0.00000 0.13406 0.38435 0.84695 0.05179 6.64340 0.44114
0.20841 52.86280 0.20841 52.86280 1.17798 48.37037 9.01690 6.54229 3.96130 6.50961 11.22650 5.18987 0.00005 0.40969 0.01874 0.03868 0.00000 0.00000 0.00000 0.00000 0.12671 0.36608 0.85947 0.05049 6.90564 0.44245
0.18450 49.69937 0.18450 49.69937 1.23677 45.59771 8.57338 6.21525 3.67217 6.22468 10.71550 4.84670 0.00006 0.42253 0.01810 0.03719 0.00000 0.00000 0.00000 0.00000 0.12363 0.35203 0.86372 0.05122 7.08408 0.44129
0.10892 47.71301 0.10892 47.71301 1.25366 43.75847 8.28141 6.00151 3.47906 6.02403 10.38032 4.62759 0.00005 0.42667 0.01743 0.03585 0.00000 0.00000 0.00000 0.00000 0.12077 0.34139 0.86363 0.05052 7.24672 0.44435
0.05118 46.67927 0.05118 46.67927 1.30684 42.85317 8.15184 5.90230 3.37596 5.94800 10.23918 4.50272 0.00005 0.42956 0.01680 0.03465 0.00000 0.00000 0.00000 0.00000 0.11888 0.33346 0.86631 0.04954 7.40087 0.44647
0.10767 46.63256 0.10767 46.63256 1.36205 42.90350 8.17953 5.92433 3.37117 6.00533 10.28107 4.48931 0.00005 0.43392 0.01621 0.03362 0.00000 0.00000 0.00000 0.00000 0.11880 0.32921 0.86621 0.05077 7.40421 0.44225
0.05914 47.03824 0.05914 47.03824 1.34824 43.29300 8.23867 5.98345 3.40886 6.09196 10.34958 4.53627 0.00005 0.43939 0.01567 0.03275 0.00000 0.00000 0.00000 0.00000 0.11967 0.32884 0.86234 0.05142 7.38839 0.44120
0.11747 47.33351 0.11747 47.33351 1.32287 43.52969 8.26192 6.01086 3.42625 6.12254 10.37539 4.56632 0.00005 0.44462 0.01518 0.03201 0.00000 0.00000 0.00000 0.00000 0.11959 0.32891 0.86147 0.05175 7.37410 0.44130
0.13188 47.16926 0.13188 47.16926 1.27780 43.35340 8.20635 5.98139 3.40615 6.08266 10.30432 4.55751 0.00004 0.44783 0.01472 0.03134 0.00000 0.00000 0.00000 0.00000 0.11926 0.32897 0.86058 0.05109 7.39791 0.44545
0.12936 46.43659 0.12936 46.43659 1.23332 42.64386 8.06488 5.88155 3.33173 5.95562 10.13354 4.48762 0.00004 0.44857 0.01429 0.03069 0.00000 0.00000 0.00000 0.00000 0.11801 0.32765 0.86107 0.04978 7.46882 0.44517
0.13029 45.01478 0.13029 45.01478 1.16391 41.28223 7.81068 5.69864 3.19950 5.73510 9.82604 4.35173 0.00004 0.44737 0.01389 0.03007 0.00000 0.00000 0.00000 0.00000 0.11605 0.32502 0.86480 0.04925 7.51507 0.44372
0.13578 42.86642 0.13578 42.86642 1.09286 39.23880 7.44416 5.42770 3.00462 5.41272 9.38451 4.14146 0.00005 0.44502 0.01354 0.02950 0.00000 0.00000 0.00000 0.00000 0.11301 0.32045 0.86648 0.04887 7.56782 0.44381
0.12016 39.99539 0.12016 39.99539 0.96855 36.53745 6.94568 5.06845 2.76135 5.00246 8.77448 3.87076 0.00005 0.44196 0.01323 0.02898 0.00000 0.00000 0.00000 0.00000 0.10964 0.31489 0.86822 0.04678 7.71515 0.44703
0.10575 36.79773 0.10575 36.79773 0.93995 33.54613 6.45151 4.68263 2.48830 4.56034 8.18367 3.54341 0.00005 0.43831 0.01299 0.02855 0.00000 0.00000 0.00000 0.00000 0.10510 0.30617 0.87102 0.04538 7.87073 0.44818
0.10089 33.94517 0.10089 33.94517 0.97403 30.92994 6.03925 4.34861 2.25428 4.19232 7.69351 3.23974 0.00006 0.43411 0.01282 0.02820 0.00000 0.00000 0.00000 0.00000 0.10090 0.29582 0.87644 0.04230 8.14951 0.45202
