Resultats_MESH_212, 5.960498809814453
Resultats_MESH_54-2, 5.987731456756592
Resultats_MESH_28, 5.908218860626221
Resultats_MESH_19, 5.956788063049316
Resultats_MESH_121, 5.996931076049805
Resultats_MESH_135, 5.9905242919921875
Resultats_MESH_148, 5.8728718757629395
Resultats_MESH_54-1, 5.826127052307129
Resultats_MESH_177, 5.892630577087402
Resultats_MESH_171, 5.976810932159424
Resultats_MESH_128, 5.991549015045166
Resultats_MESH_188, 5.995379447937012
Resultats_MESH_136, 5.862920761108398
Resultats_MESH_120, 5.793452262878418
Resultats_MESH_9-1, 5.778759479522705
Resultats_MESH_162, 5.917013168334961
Resultats_MESH_196-2, 5.960592269897461
Resultats_MESH_194, 5.871782302856445
Resultats_MESH_182-3, 6.010313987731934
Resultats_MESH_210, 5.883108139038086
Resultats_MESH_198-2, 5.967541694641113
Resultats_MESH_202, 5.8685736656188965
Resultats_MESH_163-2, 5.965577125549316
Resultats_MESH_153, 5.8772101402282715
Resultats_MESH_215, 6.001015663146973
Resultats_MESH_158, 5.827540874481201
Resultats_MESH_203, 5.859165191650391
Resultats_MESH_166, 5.960697174072266
Resultats_MESH_187, 5.9516496658325195
Resultats_MESH_44, 5.943793296813965
Resultats_MESH_168-2, 5.968713760375977
Resultats_MESH_192, 6.006839275360107
Resultats_MESH_180, 6.026675224304199
Resultats_MESH_163-1, 5.985395908355713
Resultats_MESH_164, 5.972096920013428
Resultats_MESH_183, 6.004734039306641
Resultats_MESH_155, 5.85963249206543
Resultats_MESH_178, 5.882174491882324
Resultats_MESH_152, 5.858409881591797
Resultats_MESH_205, 5.937765598297119
Resultats_MESH_204, 5.856113910675049
Resultats_MESH_193-2, 5.959552764892578
Resultats_MESH_182-1, 6.159298419952393
Resultats_MESH_209, 6.058770656585693
Resultats_MESH_200, 5.93223237991333
Resultats_MESH_196-1, 6.061614990234375
Resultats_MESH_42-3, 5.836350440979004
Resultats_MESH_207, 5.958225250244141
Resultats_MESH_1, 6.036044120788574
Resultats_MESH_165, 5.9015326499938965
Resultats_MESH_186-2, 6.109841346740723
Resultats_MESH_34, 5.866824626922607
Resultats_MESH_2, 5.969686031341553
Resultats_MESH_168-1, 5.940479278564453
Resultats_MESH_138, 5.832341194152832
Resultats_MESH_175, 5.889542579650879
Resultats_MESH_55, 5.931161880493164
Resultats_MESH_25, 5.9840850830078125
Resultats_MESH_219, 5.9207868576049805
Resultats_MESH_134, 5.9311041831970215
Resultats_MESH_172, 5.929388046264648
Resultats_MESH_199, 5.863271713256836
Resultats_MESH_214, 5.920388221740723
Resultats_MESH_160, 5.849486827850342
Resultats_MESH_170, 6.026378154754639
Resultats_MESH_159, 6.0471601486206055
Resultats_MESH_182-2, 6.007933139801025
Resultats_MESH_140, 5.984036445617676
Resultats_MESH_151, 5.8625407218933105
Resultats_MESH_197, 6.117855072021484
Resultats_MESH_195, 6.060456275939941
Resultats_MESH_211, 5.956089019775391
Resultats_MESH_3, 5.795286655426025
Resultats_MESH_6, 5.910771369934082
Resultats_MESH_174, 5.971312046051025
Resultats_MESH_191, 5.806491851806641
Resultats_MESH_23, 5.959693908691406
Resultats_MESH_189, 5.831418037414551
Resultats_MESH_193-1, 5.878148078918457
Resultats_MESH_119-1, 5.91404914855957
Resultats_MESH_129, 5.982396602630615
Resultats_MESH_206, 5.98508358001709
Resultats_MESH_181, 5.914405822753906
Resultats_MESH_217, 5.961882591247559
Resultats_MESH_161, 5.904695510864258
Resultats_MESH_142, 6.004485130310059
Resultats_MESH_40, 5.893579959869385
Resultats_MESH_173, 5.937555313110352
Resultats_MESH_198-1, 5.854645729064941
Resultats_MESH_218, 5.851435661315918
Resultats_MESH_119-2, 6.00123405456543
Resultats_MESH_167, 5.850895881652832
Resultats_MESH_11, 5.861147880554199
Resultats_MESH_208, 5.962647438049316
Resultats_MESH_117, 6.038604736328125
Resultats_MESH_144-2, 5.970770835876465
Resultats_MESH_213, 5.865657329559326
Resultats_MESH_186-1, 5.937057018280029
Resultats_MESH_31, 5.937629699707031
Resultats_MESH_139, 5.97841215133667
Resultats_MESH_137, 5.852123737335205
