min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.17711 21.42895 0.17711 21.42895 1.11571 15.33236 4.17922 2.50787 1.56475 2.83212 5.07989 1.58963 0.00000 0.00998 0.00010 0.00022 0.00000 0.00000 0.00000 0.00000 0.13528 0.30862 0.89195 0.03007 9.46664 0.47635
0.23629 24.05143 0.23629 24.05143 1.45068 17.25760 4.74859 2.82207 1.70727 3.16734 5.79632 1.72264 0.00000 0.01755 0.00010 0.00045 0.00000 0.00000 0.00000 0.00000 0.12432 0.29518 0.89712 0.03078 9.57295 0.47076
0.33928 28.64855 0.33928 28.64855 1.58466 20.53078 5.57879 3.34830 2.01045 3.77567 6.80807 2.06510 0.00000 0.01159 0.00024 0.00081 0.00000 0.00000 0.00000 0.00000 0.12301 0.29045 0.89586 0.03008 9.77853 0.46553
0.41785 35.98009 0.41785 35.98009 1.65548 25.49404 6.77604 4.14307 2.53237 4.74353 8.23796 2.64304 0.00000 0.01944 0.00041 0.00146 0.00000 0.00000 0.00000 0.00000 0.13098 0.29756 0.88917 0.03198 9.49673 0.46523
0.18952 45.47011 0.18952 45.47011 1.56962 31.86250 8.16817 5.12325 3.32479 6.04241 9.83670 3.44192 0.00000 0.04171 0.00055 0.00194 0.00000 0.00000 0.00000 0.00000 0.15515 0.32255 0.88275 0.03709 8.74569 0.47281
0.14734 58.05299 0.14734 58.05299 1.89017 40.44842 10.15442 6.40559 4.45401 7.74677 12.11819 4.40933 0.00000 0.05098 0.00092 0.00221 0.00000 0.00000 0.00000 0.00000 0.17888 0.35064 0.87423 0.04015 8.14558 0.47752
0.21665 70.36771 0.21665 70.36771 1.58640 49.51137 11.99480 7.71718 5.91142 9.56446 14.09050 5.60501 0.00000 0.14062 0.00209 0.00477 0.00000 0.00000 0.00000 0.00000 0.22157 0.39306 0.85892 0.04554 7.23037 0.48945
0.03344 80.53905 0.03344 80.53905 1.40455 57.35868 13.59356 8.79721 7.38853 11.07353 15.73117 6.63139 0.00000 0.32114 0.00487 0.01144 0.00000 0.00000 0.00000 0.00000 0.26441 0.43691 0.82913 0.04744 6.61135 0.49766
0.11991 84.96536 0.11991 84.96536 1.10187 61.01152 14.29106 9.29252 8.42864 11.76922 16.31064 7.24309 0.00000 0.48021 0.00903 0.02141 0.00000 0.00000 0.00000 0.00000 0.31012 0.47670 0.75239 0.05018 6.07706 0.50108
0.16369 82.61421 0.16369 82.61421 0.77954 58.78204 13.84423 9.01081 8.55846 11.41600 15.66515 7.16441 0.00000 0.40515 0.01338 0.03253 0.00000 0.00000 0.00000 0.00000 0.34066 0.50026 0.72378 0.04964 5.90910 0.50049
0.14720 76.14424 0.14720 76.14424 0.77183 53.11453 12.75580 8.26773 7.93480 10.45053 14.41662 6.59657 0.00000 0.42292 0.01643 0.04234 0.00000 0.00000 0.00000 0.00000 0.34879 0.50577 0.71334 0.04850 5.91054 0.49905
0.11658 69.37708 0.11658 69.37708 0.82184 47.46819 11.64320 7.50569 7.08387 9.45011 13.21387 5.94553 0.00000 0.48330 0.01794 0.04811 0.00000 0.00000 0.00000 0.00000 0.33609 0.49760 0.74415 0.04598 6.12126 0.49565
0.13574 62.82369 0.13574 62.82369 0.83354 42.38664 10.54856 6.78609 6.26764 8.50995 12.02333 5.33657 0.00000 0.46885 0.01828 0.04969 0.00000 0.00000 0.00000 0.00000 0.32274 0.48822 0.78292 0.04520 6.26156 0.49479
0.12743 57.76572 0.12743 57.76572 0.96755 38.65993 9.74934 6.22064 5.57058 7.76501 11.18891 4.81328 0.00000 0.43231 0.01813 0.04974 0.00000 0.00000 0.00000 0.00000 0.29945 0.47269 0.81619 0.04402 6.49350 0.49189
0.06889 54.70109 0.06889 54.70109 1.00067 36.62990 9.27174 5.90415 5.09319 7.32525 10.71123 4.50502 0.00000 0.45976 0.01770 0.04916 0.00000 0.00000 0.00000 0.00000 0.27702 0.45480 0.84118 0.04358 6.70269 0.48909
0.03901 52.80306 0.03901 52.80306 1.03056 35.43999 8.96320 5.70776 4.78828 7.05751 10.40144 4.30927 0.00000 0.47647 0.01714 0.04822 0.00000 0.00000 0.00000 0.00000 0.26248 0.44203 0.85857 0.04287 6.88471 0.48648
0.01006 51.94940 0.01006 51.94940 1.09611 35.01046 8.83834 5.61839 4.61283 6.93342 10.29402 4.19643 0.00000 0.48841 0.01655 0.04715 0.00000 0.00000 0.00000 0.00000 0.25064 0.43164 0.86149 0.04287 6.99987 0.48650
0.07981 52.14593 0.07981 52.14593 1.13100 35.32752 8.88279 5.64673 4.56066 6.95803 10.37175 4.18796 0.00000 0.49453 0.01599 0.04606 0.00000 0.00000 0.00000 0.00000 0.24218 0.42350 0.86370 0.04287 7.08872 0.48763
