min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.39130 30.50858 0.39130 30.50858 2.02674 26.56295 7.27559 3.32519 3.27211 4.51424 7.96885 2.48731 0.00000 0.01340 0.00036 0.00078 0.01142 0.88929 0.09640 0.13240 0.13510 0.42533 0.80143 0.03115 6.58143 0.36182
0.49545 71.64440 0.49545 71.64440 1.59293 60.36163 14.14309 7.47679 8.06424 10.48789 15.19573 6.24728 0.00000 0.18676 0.00441 0.00910 0.04492 3.38422 0.36884 0.49050 0.16838 0.52874 0.67504 0.04876 5.04459 0.37683
0.18816 69.63709 0.18816 69.63709 1.08383 59.78023 13.03672 7.43828 8.57298 10.17649 13.80967 6.55196 0.00000 0.37915 0.01196 0.02134 0.11916 7.16927 0.81976 1.03725 0.19226 0.57268 0.63580 0.07515 4.09778 0.37357
0.47152 52.41834 0.47152 52.41834 1.35062 45.25353 10.05910 5.45023 5.96083 7.35556 10.76877 4.69765 0.00000 0.19667 0.01075 0.01745 0.16410 10.14639 1.17471 1.45792 0.16599 0.53887 0.66703 0.04941 4.76710 0.36674
0.71359 50.83474 0.71359 50.83474 1.38147 43.80665 9.88554 5.25619 5.62604 7.15615 10.62312 4.45623 0.00000 0.14399 0.00927 0.01472 0.20364 12.69716 1.45871 1.81508 0.16048 0.52589 0.68045 0.04495 5.07923 0.37105
0.63587 46.26198 0.63587 46.26198 1.09983 39.76672 8.93789 4.82467 5.19608 6.53186 9.58583 4.13230 0.00000 0.12052 0.00799 0.01265 0.23931 15.16411 1.73395 2.16334 0.16262 0.53456 0.66988 0.04692 4.93643 0.37212
0.51045 34.88668 0.51045 34.88668 1.12952 30.15389 6.97706 3.65423 3.85040 4.87439 7.51848 3.09280 0.00000 0.10538 0.00716 0.01132 0.26784 17.17795 1.95950 2.44578 0.15208 0.50773 0.68434 0.03324 5.67939 0.36801
0.57178 39.25271 0.57178 39.25271 1.42029 33.77984 8.06500 4.09382 4.20256 5.52346 8.73384 3.36866 0.00000 0.09810 0.00696 0.01106 0.29594 18.98267 2.15350 2.69707 0.14741 0.48220 0.70891 0.02969 6.29146 0.37094
0.65016 42.08321 0.65016 42.08321 1.20907 36.03706 8.38892 4.39675 4.63424 5.97042 9.03909 3.69356 0.00000 0.09303 0.00672 0.01075 0.33144 21.04922 2.37865 2.98860 0.15504 0.50895 0.68295 0.03557 5.63535 0.37119
0.59563 38.87210 0.59563 38.87210 1.12516 33.41753 7.71866 4.06877 4.28178 5.47055 8.31380 3.44089 0.00000 0.08645 0.00626 0.01004 0.36262 23.09367 2.60378 3.27722 0.15419 0.50997 0.68181 0.03611 5.55746 0.37117
0.51272 33.48055 0.51272 33.48055 1.10570 28.91048 6.80164 3.51981 3.65957 4.70027 7.34574 2.95011 0.00000 0.08092 0.00592 0.00951 0.39071 24.89932 2.80201 3.53049 0.14939 0.49531 0.69690 0.03051 6.00130 0.36944
0.44508 29.60451 0.44508 29.60451 1.08939 25.63126 6.17689 3.13409 3.22279 4.17153 6.68843 2.59562 0.00000 0.07728 0.00579 0.00932 0.41692 26.47041 2.97328 3.75023 0.14589 0.48162 0.70758 0.02919 6.22085 0.36847
0.39333 27.41646 0.39333 27.41646 1.09448 23.77450 5.84970 2.92140 2.98466 3.88583 6.34582 2.39379 0.00000 0.07516 0.00584 0.00943 0.44240 27.88981 3.12774 3.94897 0.14389 0.47164 0.71365 0.03075 6.14638 0.36806
0.37027 25.95758 0.37027 25.95758 1.05845 22.52933 5.60199 2.77976 2.83723 3.69311 6.08074 2.26946 0.00000 0.07393 0.00599 0.00972 0.46785 29.22459 3.27332 4.13628 0.14346 0.46801 0.71712 0.03075 6.15414 0.36797
0.34792 24.26925 0.34792 24.26925 1.02332 21.10804 5.30137 2.61335 2.66257 3.46466 5.75831 2.12581 0.00000 0.07944 0.00618 0.01006 0.49270 30.48136 3.41093 4.31299 0.14275 0.46390 0.72107 0.03075 6.15826 0.36761
0.25128 22.36927 0.25128 22.36927 0.98469 19.51433 4.96254 2.42573 2.46644 3.20817 5.39477 1.96345 0.00000 0.08828 0.00640 0.01044 0.51674 31.64830 3.53924 4.47734 0.14193 0.45888 0.73090 0.03075 6.16243 0.36727
0.16917 20.32180 0.16917 20.32180 0.95735 17.79642 4.60114 2.22266 2.25487 2.93540 5.00742 1.78474 0.00000 0.09861 0.00666 0.01090 0.53994 32.71548 3.65729 4.62798 0.14094 0.45262 0.73814 0.03199 6.07497 0.36659
0.28546 18.98752 0.28546 18.98752 0.99538 16.69202 4.41399 2.09406 2.11483 2.77117 4.81212 1.65553 0.00000 0.11088 0.00698 0.01147 0.56230 33.69252 3.76594 4.76640 0.13936 0.44342 0.75825 0.03134 6.17416 0.36503
0.28908 18.83983 0.28908 18.83983 0.99599 16.57402 4.41560 2.08412 2.10816 2.76008 4.81516 1.64162 0.00000 0.12339 0.00737 0.01218 0.58524 34.63625 3.87129 4.90060 0.13946 0.44195 0.76161 0.03228 6.10244 0.36515
0.28774 18.75440 0.28774 18.75440 0.98471 16.49549 4.39671 2.07566 2.10256 2.74944 4.79397 1.63591 0.00000 0.13412 0.00773 0.01286 0.60882 35.57667 3.97665 5.03470 0.13970 0.44272 0.76161 0.03228 6.09314 0.36544
0.16917 18.75440 0.16917 18.75440 0.95735 16.49549 4.39671 2.07566 2.10256 2.74944 4.79397 1.63591 0.00000 0.01340 0.00036 0.00078 0.01142 0.88929 0.09640 0.13240 0.13510 0.42533 0.63580 0.02919 4.09778 0.36182
0.71359 71.64440 0.71359 71.64440 2.02674 60.36163 14.14309 7.47679 8.57298 10.48789 15.19573 6.55196 0.00000 0.37915 0.01196 0.02134 0.60882 35.57667 3.97665 5.03470 0.19226 0.57268 0.80143 0.07515 6.58143 0.37683
0.42880 35.82005 0.42880 35.82005 1.18545 30.89730 7.35046 3.79278 4.00375 5.12003 7.92998 3.15923 0.00000 0.11827 0.00683 0.01126 0.35320 21.84943 2.45727 3.09956 0.15102 0.48775 0.70972 0.03708 5.74792 0.36872
0.15345 15.42043 0.15345 15.42043 0.25402 12.99622 2.71141 1.58678 1.83639 2.23007 2.86674 1.41276 0.00000 0.07170 0.00227 0.00380 0.17598 10.47802 1.16600 1.47645 0.01329 0.03866 0.03927 0.01090 0.62508 0.00333
