min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.17715 28.69601 0.17715 28.69601 2.08589 22.58233 6.65957 3.86233 2.38148 4.39504 7.94442 2.53948 0.00000 0.04070 0.00016 0.00102 0.00550 0.83803 0.07014 0.12822 0.13936 0.28952 0.85760 0.03778 8.29817 0.43040
0.17801 64.78253 0.17801 64.78253 1.51639 50.33058 12.99540 8.42671 6.13723 10.82438 15.05514 6.22722 0.00000 0.46767 0.00143 0.01112 0.02280 3.13382 0.27349 0.49412 0.21321 0.38670 0.82351 0.07478 6.25154 0.45356
0.05173 62.13052 0.05173 62.13052 1.05876 50.71275 12.02159 8.18196 6.71124 10.74084 13.61646 6.43343 0.00000 0.38341 0.00710 0.01780 0.06255 6.52335 0.62214 1.07289 0.27037 0.47493 0.79218 0.08972 5.41548 0.45698
0.10169 47.23750 0.10169 47.23750 1.35493 37.97217 9.35239 6.09165 4.96189 7.91344 10.67101 4.68160 0.00000 0.44167 0.01099 0.02665 0.10534 9.19461 0.90847 1.52462 0.25306 0.45286 0.80872 0.07953 5.61769 0.44838
0.05207 45.79579 0.05207 45.79579 1.38118 35.97907 9.16468 5.91178 4.57996 7.59660 10.54163 4.46149 0.00000 0.46650 0.01037 0.02729 0.12818 11.49339 1.14346 1.90665 0.23062 0.41994 0.81385 0.07776 5.84828 0.44927
0.03286 41.64748 0.03286 41.64748 1.08303 32.77944 8.26018 5.38681 4.14559 6.88111 9.49592 4.11100 0.00000 0.47026 0.00914 0.02568 0.14299 13.71424 1.36462 2.27443 0.23322 0.42147 0.81164 0.07576 5.90808 0.45144
0.03664 31.60640 0.03664 31.60640 1.13931 24.96872 6.43791 4.09203 3.05498 5.09666 7.45392 3.08269 0.00000 0.49325 0.00838 0.02497 0.15039 15.53091 1.54428 2.57177 0.21482 0.39842 0.81968 0.06318 6.30434 0.44756
0.23739 35.84604 0.23739 35.84604 1.44951 27.90089 7.42702 4.63676 3.26799 5.69565 8.67611 3.38503 0.00000 0.43641 0.00793 0.02363 0.16250 17.17518 1.69647 2.83247 0.19188 0.36200 0.83068 0.05893 6.70444 0.44550
0.24082 38.07279 0.24082 38.07279 1.19635 29.75088 7.72372 4.93670 3.60449 6.18129 8.96086 3.68628 0.00000 0.40236 0.00758 0.02231 0.18351 19.05187 1.87126 3.13429 0.20883 0.38558 0.82313 0.06694 6.32200 0.45067
0.12432 35.17838 0.12432 35.17838 1.12858 27.67722 7.10855 4.55758 3.33876 5.68359 8.24074 3.42902 0.00000 0.38033 0.00708 0.02102 0.19544 20.90051 2.04656 3.43376 0.21162 0.38964 0.82057 0.06581 6.32442 0.44872
0.13684 30.48609 0.13684 30.48609 1.11661 23.95801 6.26451 3.95593 2.85639 4.86583 7.28809 2.95000 0.00000 0.35225 0.00669 0.02006 0.20495 22.53906 2.20133 3.69681 0.20299 0.37861 0.82644 0.06044 6.51356 0.44578
0.15495 27.12997 0.15495 27.12997 1.10588 21.25891 5.68319 3.53767 2.49077 4.28368 6.64197 2.60434 0.00000 0.31923 0.00642 0.01923 0.21686 23.97423 2.33442 3.92417 0.19207 0.36271 0.83162 0.05651 6.70306 0.44373
0.16946 25.25523 0.16946 25.25523 1.11491 19.76485 5.37630 3.30993 2.28134 3.95905 6.30582 2.40784 0.00000 0.28691 0.00626 0.01848 0.23092 25.27838 2.45311 4.12862 0.18342 0.34993 0.83393 0.05162 6.97163 0.44219
0.18900 23.98760 0.18900 23.98760 1.07924 18.76426 5.14570 3.15487 2.15352 3.74999 6.04435 2.28530 0.00000 0.25849 0.00616 0.01781 0.24632 26.50999 2.56396 4.32059 0.18029 0.34462 0.83711 0.05081 7.02415 0.44103
0.20082 22.50299 0.20082 22.50299 1.04523 17.62290 4.86762 2.96998 2.01137 3.50622 5.72545 2.14284 0.00000 0.25134 0.00610 0.01722 0.26174 27.67320 2.66817 4.50128 0.17735 0.34033 0.83732 0.04927 7.10658 0.44016
0.18118 20.83408 0.18118 20.83408 1.00856 16.34356 4.55481 2.76180 1.85342 3.23285 5.36613 1.98231 0.00000 0.24719 0.00606 0.01672 0.27669 28.75749 2.76485 4.66894 0.17386 0.33552 0.83977 0.04715 7.22586 0.44056
0.16055 19.03019 0.16055 19.03019 0.98439 14.96557 4.22111 2.53715 1.68343 2.93931 4.98326 1.80575 0.00000 0.24211 0.00604 0.01633 0.29115 29.75399 2.85328 4.82219 0.16926 0.32963 0.84261 0.04547 7.33189 0.43917
0.14282 17.88669 0.14282 17.88669 1.02770 14.17883 4.04666 2.40116 1.56490 2.74820 4.79201 1.68033 0.00000 0.23629 0.00605 0.01604 0.30524 30.67166 2.93406 4.96233 0.16154 0.31996 0.84601 0.04429 7.44180 0.43656
0.13623 17.80356 0.13623 17.80356 1.03004 14.12242 4.04755 2.39522 1.55266 2.73478 4.79685 1.66825 0.00000 0.22961 0.00608 0.01582 0.31970 31.56245 3.01178 5.09770 0.15989 0.31686 0.84720 0.04337 7.51928 0.43668
0.13436 17.72557 0.13436 17.72557 1.01771 14.05245 4.03052 2.38580 1.54855 2.72640 4.77594 1.66233 0.00000 0.24894 0.00612 0.01564 0.33479 32.45119 3.08937 5.23300 0.16042 0.31734 0.84689 0.04337 7.51340 0.43673
0.03286 17.72557 0.03286 17.72557 0.98439 14.05245 4.03052 2.38580 1.54855 2.72640 4.77594 1.66233 0.00000 0.04070 0.00016 0.00102 0.00550 0.83803 0.07014 0.12822 0.13936 0.28952 0.79218 0.03778 5.41548 0.43040
0.24082 64.78253 0.24082 64.78253 2.08589 50.71275 12.99540 8.42671 6.71124 10.82438 15.05514 6.43343 0.00000 0.49325 0.01099 0.02729 0.33479 32.45119 3.08937 5.23300 0.27037 0.47493 0.85760 0.08972 8.29817 0.45698
