min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.09922 27.38599 0.09922 27.38599 2.12761 23.40850 6.53634 3.96980 2.51420 4.50215 7.92488 2.58640 0.00000 0.26428 0.00030 0.00560 0.00321 0.80139 0.07413 0.13153 0.11306 0.26677 0.86100 0.04230 8.03734 0.52233
0.26160 61.48541 0.26160 61.48541 1.72524 52.12010 12.85823 8.58392 6.60659 10.97668 15.01644 6.27500 0.00000 0.20241 0.00133 0.00685 0.01373 2.97740 0.29020 0.50342 0.17389 0.36202 0.81473 0.07512 6.14454 0.53959
0.19497 58.52971 0.19497 58.52971 1.19538 51.84468 12.01714 8.36541 7.46469 11.11192 13.58875 6.47209 0.00000 0.31398 0.00740 0.01494 0.03755 6.17031 0.67399 1.09544 0.22038 0.44826 0.75165 0.08725 5.28856 0.56354
0.22824 44.24579 0.22824 44.24579 1.34874 39.04245 9.26573 6.23061 5.31168 8.08400 10.63076 4.73295 0.00000 0.24205 0.00933 0.01811 0.05311 8.67547 0.98689 1.56122 0.19950 0.40985 0.78169 0.07796 5.61852 0.55590
0.39057 43.16868 0.39057 43.16868 1.41619 37.41774 9.08162 6.02229 4.96592 7.70925 10.50246 4.51713 0.00000 0.21520 0.00809 0.01598 0.07195 10.83571 1.23908 1.94946 0.18793 0.39072 0.79922 0.07594 5.77079 0.54790
0.30563 39.31067 0.30563 39.31067 1.14560 33.98544 8.20185 5.49728 4.54892 7.05840 9.46293 4.15409 0.00000 0.19400 0.00713 0.01400 0.09135 12.93110 1.48084 2.32459 0.18988 0.39405 0.79366 0.07769 5.72143 0.54989
0.20888 29.94619 0.20888 29.94619 1.16876 25.73678 6.37540 4.18517 3.33122 5.25668 7.42633 3.11759 0.00000 0.18798 0.00643 0.01281 0.10652 14.64627 1.67750 2.63060 0.17257 0.36887 0.80827 0.06883 6.04633 0.54181
0.26266 33.97027 0.26266 33.97027 1.47992 28.91374 7.33528 4.74088 3.53659 5.84425 8.64668 3.42676 0.00000 0.21867 0.00607 0.01230 0.11900 16.19828 1.84275 2.89896 0.15486 0.33646 0.82542 0.06523 6.41312 0.53594
0.28885 36.03953 0.28885 36.03953 1.27674 30.76846 7.64908 5.03930 3.93926 6.34779 8.92980 3.72281 0.00000 0.21933 0.00588 0.01194 0.13320 17.97145 2.03269 3.20825 0.17030 0.36296 0.81407 0.06975 6.12803 0.54213
0.22937 33.32226 0.22937 33.32226 1.17629 28.47502 7.04421 4.65678 3.66139 5.86535 8.21204 3.46137 0.00000 0.21396 0.00549 0.01125 0.14712 19.72050 2.22486 3.51672 0.17121 0.36474 0.81079 0.06995 6.09086 0.54220
0.23791 28.96058 0.23791 28.96058 1.15222 24.66235 6.19666 4.04555 3.11143 5.02066 7.26175 2.98228 0.00000 0.22014 0.00518 0.01076 0.15979 21.26921 2.39405 3.78821 0.16298 0.35236 0.81574 0.06624 6.24632 0.54045
0.20684 25.85317 0.20684 25.85317 1.13897 21.91171 5.61221 3.61917 2.70012 4.41699 6.61753 2.63567 0.00000 0.24325 0.00500 0.01065 0.17090 22.62611 2.53866 4.02267 0.15338 0.33720 0.82345 0.06317 6.41505 0.54084
0.18231 24.11915 0.18231 24.11915 1.14817 20.39365 5.30275 3.38847 2.46290 4.08199 6.28313 2.43882 0.00000 0.27338 0.00494 0.01084 0.18059 23.86004 2.66707 4.23342 0.14592 0.32496 0.83152 0.05845 6.67358 0.53831
0.16702 22.93364 0.16702 22.93364 1.11319 19.37063 5.07209 3.23104 2.31747 3.86537 6.02305 2.31556 0.00000 0.30114 0.00495 0.01115 0.18930 25.02565 2.78654 4.43125 0.14266 0.31940 0.83327 0.05618 6.80627 0.53799
0.14743 21.54102 0.14743 21.54102 1.07708 18.18902 4.79529 3.04309 2.15926 3.61518 5.70531 2.17221 0.00000 0.32362 0.00500 0.01147 0.19731 26.13446 2.89854 4.61748 0.13971 0.31476 0.83627 0.05618 6.82631 0.53750
0.12848 19.96644 0.12848 19.96644 1.03753 16.87141 4.48415 2.83144 1.98366 3.33402 5.34738 2.01089 0.00000 0.34024 0.00505 0.01174 0.20461 27.17299 3.00218 4.79031 0.13619 0.30935 0.83811 0.05437 6.91575 0.53937
0.10945 18.25755 0.10945 18.25755 1.00996 15.45629 4.15230 2.60297 1.79507 3.03118 4.96608 1.83359 0.00000 0.35031 0.00512 0.01195 0.21115 28.12853 3.09667 4.94829 0.13183 0.30278 0.84168 0.05184 7.05385 0.53861
0.09054 17.16779 0.09054 17.16779 1.05112 14.58981 3.97683 2.46582 1.66150 2.83290 4.77614 1.70856 0.00000 0.35375 0.00519 0.01209 0.21692 29.00923 3.18262 5.09271 0.12566 0.29297 0.84695 0.04661 7.38912 0.53432
0.08225 17.07661 0.08225 17.07661 1.05416 14.54168 3.97586 2.46097 1.64113 2.81505 4.78186 1.69705 0.00000 0.35055 0.00529 0.01217 0.22217 29.86398 3.26495 5.23209 0.12366 0.28899 0.84859 0.04621 7.45090 0.53688
