min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.05690 33.92190 0.05690 33.92190 2.25037 26.25684 5.22550 4.38600 1.14283 3.20620 8.04199 2.44639 0.00000 0.00928 0.00034 0.00055 0.00178 0.99300 0.03419 0.09383 0.04450 0.13189 0.94772 0.01536 18.06279 0.43865
0.17023 74.62809 0.17023 74.62809 1.92777 58.88083 10.27121 9.06913 3.05164 7.76746 15.25173 6.05022 0.00000 0.15439 0.00110 0.00291 0.00726 3.66797 0.13238 0.35762 0.07850 0.18696 0.92098 0.02750 13.53870 0.46333
0.10177 69.88239 0.10177 69.88239 1.36793 58.83876 9.76023 8.57799 3.84614 7.98001 13.84015 6.29586 0.00000 0.39417 0.00820 0.01956 0.01883 7.51516 0.31991 0.77893 0.11098 0.26366 0.87612 0.03407 10.17845 0.47637
0.00554 53.55581 0.00554 53.55581 1.52207 45.05547 7.55936 6.46992 2.81241 5.82460 10.83410 4.58958 0.00000 0.45821 0.01480 0.03294 0.02937 10.52494 0.48487 1.11371 0.09884 0.24743 0.89457 0.03127 10.53028 0.46913
0.00734 52.49130 0.00734 52.49130 1.59268 43.04351 7.35783 6.32857 2.51230 5.55010 10.70058 4.36562 0.00000 0.46009 0.01593 0.03648 0.03585 13.14849 0.61540 1.39335 0.08863 0.22365 0.91001 0.02872 11.59123 0.46925
0.07089 47.90502 0.07089 47.90502 1.29694 38.90172 6.64702 5.75061 2.30153 5.07091 9.64482 4.01623 0.00000 0.45627 0.01475 0.03525 0.04153 15.69805 0.73726 1.66306 0.09002 0.22555 0.90658 0.02885 11.54446 0.47134
0.04737 36.81885 0.04737 36.81885 1.29033 29.56857 5.17820 4.41262 1.71196 3.78306 7.56943 3.00401 0.00000 0.43812 0.01373 0.03375 0.04627 17.79753 0.83773 1.88308 0.08075 0.21432 0.91942 0.02707 11.83130 0.46431
0.01186 41.75294 0.01186 41.75294 1.61953 33.13703 5.90882 5.06395 1.72281 4.18680 8.79660 3.28845 0.00000 0.42487 0.01298 0.03240 0.05011 19.71913 0.92055 2.07579 0.06924 0.18391 0.92880 0.02502 13.35603 0.45817
0.03766 44.27331 0.03766 44.27331 1.41686 35.08526 6.16309 5.34142 1.91396 4.55368 9.09441 3.58608 0.00000 0.41402 0.01226 0.03104 0.05480 21.90125 1.01249 2.29748 0.07702 0.19709 0.92132 0.02732 12.68514 0.46233
0.05252 40.91144 0.05252 40.91144 1.30848 32.52769 5.69111 4.91867 1.81448 4.21227 8.36546 3.33518 0.00000 0.39470 0.01148 0.02938 0.05962 24.05081 1.10683 2.51884 0.07867 0.20304 0.91910 0.02732 12.37777 0.46575
