min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.23898 28.82582 0.23898 28.82582 2.07670 26.63578 6.67097 3.75566 2.45859 3.96203 7.91830 2.61214 0.00000 0.28792 0.00096 0.00922 0.00422 0.84269 0.07295 0.11577 0.09627 0.31773 0.85239 0.02384 8.63470 0.46722
0.21706 66.27720 0.21706 66.27720 1.61709 57.61173 13.11605 8.08761 6.62843 9.73810 15.03712 6.36741 0.00000 0.31466 0.00343 0.01526 0.01998 3.16868 0.28644 0.44248 0.13006 0.43721 0.76602 0.06244 5.48555 0.48955
0.37838 64.62044 0.37838 64.62044 1.05623 55.18369 12.32592 7.85076 7.84762 9.79420 13.65200 6.61689 0.00000 0.42229 0.00848 0.02607 0.06541 6.67638 0.68248 0.96448 0.19213 0.53632 0.71983 0.08866 4.27564 0.49572
0.08528 48.12790 0.08528 48.12790 1.27853 42.42499 9.45202 5.82062 5.37898 6.95273 10.65810 4.81980 0.00000 0.40236 0.01039 0.02586 0.09619 9.42693 1.00724 1.36777 0.15891 0.49307 0.74738 0.05906 4.99357 0.48705
0.03075 46.61954 0.03075 46.61954 1.34042 41.32465 9.23025 5.64495 4.89655 6.64387 10.51351 4.58503 0.00000 0.41001 0.01045 0.02540 0.11150 11.76424 1.25797 1.70053 0.14375 0.45906 0.75803 0.05617 5.30726 0.48619
0.14428 42.90950 0.14428 42.90950 1.07549 37.67694 8.36004 5.16421 4.55585 6.12264 9.48650 4.23221 0.00000 0.38927 0.00948 0.02388 0.12143 14.03943 1.49811 2.02505 0.14548 0.47141 0.75035 0.06008 5.14446 0.49024
0.07416 32.51839 0.07416 32.51839 1.12818 29.00952 6.51486 3.93050 3.36754 4.54190 7.44682 3.18013 0.00000 0.41734 0.00870 0.02265 0.13212 15.91175 1.69644 2.28994 0.13698 0.44262 0.76543 0.04860 5.52194 0.48332
0.06736 36.45887 0.06736 36.45887 1.41530 32.76833 7.47561 4.46348 3.48935 5.06406 8.65598 3.48278 0.00000 0.41500 0.00827 0.02220 0.13718 17.59334 1.86115 2.52167 0.12089 0.39656 0.78358 0.04136 6.22521 0.48104
0.11498 39.02204 0.11498 39.02204 1.21335 34.63614 7.80364 4.74545 3.93480 5.53750 8.94925 3.78985 0.00000 0.41337 0.00785 0.02168 0.14709 19.50762 2.04965 2.79067 0.13072 0.43220 0.76642 0.05214 5.60692 0.48730
0.11086 36.13924 0.11086 36.13924 1.11901 32.13969 7.19450 4.38310 3.68396 5.09930 8.23401 3.53140 0.00000 0.42573 0.00735 0.02079 0.15317 21.40631 2.24243 3.05935 0.13365 0.43793 0.76006 0.04878 5.63482 0.48744
0.08428 31.22169 0.08428 31.22169 1.10756 28.02806 6.32871 3.80768 3.12038 4.34937 7.27874 3.03966 0.00000 0.43141 0.00694 0.02010 0.15786 23.08748 2.41251 3.29492 0.12922 0.42046 0.77345 0.04522 5.81249 0.48343
0.10679 27.67092 0.10679 27.67092 1.09963 25.08029 5.73060 3.41002 2.69301 3.82418 6.63007 2.68324 0.00000 0.42256 0.00666 0.01953 0.16299 24.55419 2.55712 3.49776 0.12360 0.40082 0.78269 0.04089 6.11869 0.47980
0.08171 25.69369 0.08171 25.69369 1.11102 23.43230 5.41482 3.19577 2.44932 3.53945 6.29294 2.48039 0.00000 0.40742 0.00651 0.01907 0.16979 25.88260 2.68499 3.68004 0.11920 0.38632 0.78842 0.03748 6.41214 0.47884
0.07251 24.37060 0.07251 24.37060 1.07747 22.29751 5.18009 3.04890 2.30482 3.35633 6.03150 2.35367 0.00000 0.38987 0.00645 0.01872 0.17787 27.13463 2.80377 3.85131 0.11752 0.38013 0.79424 0.03658 6.50856 0.48005
0.05428 22.83671 0.05428 22.83671 1.04426 20.97597 4.89875 2.87246 2.14919 3.14062 5.71293 2.20727 0.00000 0.37265 0.00642 0.01844 0.18637 28.31581 2.91522 4.01266 0.11645 0.37528 0.79663 0.03255 6.76075 0.47896
0.02582 21.10232 0.02582 21.10232 1.00753 19.47918 4.58185 2.67328 1.97515 2.89645 5.35372 2.04219 0.00000 0.35664 0.00642 0.01825 0.19483 29.41522 3.01839 4.16238 0.11525 0.36949 0.80275 0.02995 6.96825 0.48057
0.02312 19.22820 0.02312 19.22820 0.98347 17.85146 4.24375 2.45811 1.78787 2.63431 4.97096 1.86060 0.00000 0.34196 0.00645 0.01818 0.20320 30.42335 3.11248 4.29915 0.11366 0.36153 0.80914 0.02639 7.36826 0.48065
0.04488 18.01592 0.04488 18.01592 1.02662 16.81894 4.06474 2.32924 1.65232 2.46567 4.77908 1.73148 0.00000 0.32862 0.00652 0.01824 0.21151 31.34914 3.19805 4.42414 0.11033 0.34927 0.82523 0.02296 7.94203 0.47729
0.03458 17.89133 0.03458 17.89133 1.02743 16.72603 4.06264 2.32454 1.62963 2.45160 4.78308 1.71811 0.00000 0.31871 0.00665 0.01847 0.22046 32.24513 3.27984 4.54476 0.10880 0.34416 0.83138 0.02296 8.01259 0.47744
0.04318 17.80990 0.04318 17.80990 1.01654 16.64849 4.04502 2.31556 1.62300 2.44361 4.76221 1.71172 0.00000 0.32220 0.00678 0.01874 0.23000 33.13813 3.36120 4.66524 0.10885 0.34421 0.83052 0.02296 8.01171 0.47733
0.02312 17.80990 0.02312 17.80990 0.98347 16.64849 4.04502 2.31556 1.62300 2.44361 4.76221 1.71172 0.00000 0.28792 0.00096 0.00922 0.00422 0.84269 0.07295 0.11577 0.09627 0.31773 0.71983 0.02296 4.27564 0.46722
0.37838 66.27720 0.37838 66.27720 2.07670 57.61173 13.11605 8.08761 7.84762 9.79420 15.03712 6.61689 0.00000 0.43141 0.01045 0.02607 0.23000 33.13813 3.36120 4.66524 0.19213 0.53632 0.85239 0.08866 8.63470 0.49572
0.10166 33.36801 0.10166 33.36801 1.19109 29.83748 6.83474 4.11410 3.38132 4.72790 7.85734 3.25230 0.00000 0.37950 0.00706 0.02004 0.14516 20.29415 2.09992 2.88550 0.12759 0.40779 0.78520 0.04295 6.33728 0.48247
0.08513 14.08945 0.08513 14.08945 0.25539 11.79441 2.55966 1.66457 1.69074 2.15512 2.82977 1.42054 0.00000 0.04412 0.00210 0.00379 0.06052 9.74561 0.99451 1.37110 0.02068 0.05473 0.03237 0.01665 1.14960 0.00604
