min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.40059 27.83779 0.40059 27.83779 2.08071 19.58488 6.95100 3.69401 3.20950 4.92559 7.92798 2.50278 0.00000 0.01563 0.00013 0.00049 0.01227 0.80721 0.09435 0.14386 0.14063 0.34870 0.81245 0.06027 5.92813 0.49159
1.09899 67.65708 1.09899 67.65708 1.52539 43.70616 13.65031 8.16779 8.35436 11.91710 15.03318 6.14926 0.00000 0.48723 0.00145 0.01254 0.05065 3.13645 0.36991 0.54909 0.21961 0.47071 0.76788 0.11074 4.56056 0.50991
0.85826 63.11145 0.85826 63.11145 1.16859 43.47893 12.62337 8.02875 8.84568 11.73316 13.60980 6.37541 0.00000 0.23500 0.00657 0.01283 0.12383 6.65675 0.83964 1.18414 0.26672 0.54690 0.73771 0.11466 4.24706 0.51739
0.04840 47.47770 0.04840 47.47770 1.38295 32.34818 9.77055 5.90202 6.41551 8.46518 10.64661 4.63803 0.00000 0.26692 0.01044 0.02047 0.17012 9.33863 1.21086 1.66973 0.25332 0.51358 0.75547 0.10201 4.42160 0.50807
0.20167 46.43868 0.20167 46.43868 1.43246 31.24518 9.59391 5.74492 6.03789 8.27865 10.52245 4.42289 0.00000 0.24067 0.01035 0.02098 0.18418 11.66468 1.51828 2.08138 0.23136 0.49016 0.76212 0.10330 4.53296 0.51345
0.42187 42.13428 0.42187 42.13428 1.14307 28.44184 8.65647 5.24469 5.50368 7.53335 9.47972 4.07397 0.00000 0.21538 0.00917 0.01868 0.21071 13.91488 1.81049 2.48373 0.23286 0.49082 0.75910 0.10111 4.54902 0.51349
0.07879 31.57847 0.07879 31.57847 1.17850 21.40378 6.74606 3.97087 4.09138 5.62507 7.43925 3.04995 0.00000 0.19751 0.00860 0.01775 0.22352 15.74521 2.05028 2.80992 0.21588 0.46810 0.76950 0.09801 4.60829 0.51161
0.23006 35.81365 0.23006 35.81365 1.48229 24.05648 7.77449 4.48804 4.38776 6.31974 8.65882 3.34607 0.00000 0.18610 0.00825 0.01709 0.24109 17.37975 2.25420 3.09889 0.19101 0.42913 0.77951 0.09221 4.87073 0.50706
0.39688 38.54728 0.39688 38.54728 1.23413 25.74813 8.10099 4.79256 4.87010 6.84658 8.94464 3.64535 0.00000 0.16831 0.00773 0.01598 0.26819 19.27470 2.48985 3.43334 0.21086 0.46035 0.77042 0.09918 4.67080 0.51309
0.34235 35.34682 0.34235 35.34682 1.17771 23.73619 7.45279 4.42866 4.49469 6.30058 8.22520 3.38927 0.00000 0.15412 0.00720 0.01499 0.29270 21.14016 2.72651 3.76520 0.21148 0.46130 0.76731 0.09875 4.66926 0.51242
0.17522 30.31216 0.17522 30.31216 1.15409 20.52844 6.55877 3.83818 3.82363 5.39732 7.27297 2.91687 0.00000 0.14410 0.00675 0.01412 0.31249 22.77775 2.93409 4.05689 0.20059 0.44538 0.77379 0.09548 4.74570 0.50842
0.05123 26.82211 0.05123 26.82211 1.13442 18.24666 5.94863 3.42397 3.34889 4.76719 6.62747 2.57391 0.00000 0.13658 0.00648 0.01352 0.32849 24.20060 3.11263 4.30940 0.18987 0.42982 0.78075 0.08816 4.87890 0.50727
0.10647 24.83730 0.10647 24.83730 1.13735 17.01520 5.62458 3.19997 3.06846 4.42064 6.29203 2.37892 0.00000 0.13014 0.00632 0.01315 0.34531 25.48640 3.27228 4.53735 0.18018 0.41497 0.78608 0.08012 5.07662 0.50727
0.14516 23.53345 0.14516 23.53345 1.09969 16.19068 5.38241 3.04805 2.89810 4.19154 6.03111 2.25755 0.00000 0.12408 0.00622 0.01288 0.36248 26.69615 3.42141 4.75183 0.17641 0.40908 0.78950 0.07859 5.12673 0.50595
0.19369 21.98678 0.19369 21.98678 1.06371 15.22544 5.09022 2.86775 2.70612 3.92363 5.71275 2.11656 0.00000 0.11844 0.00616 0.01271 0.37760 27.83522 3.56164 4.95393 0.17279 0.40381 0.79257 0.07767 5.14074 0.50679
