min_wss max_wss min_wss_aneurysm max_wss_aneurysm min_wss_vessels max_wss_vessels mean_wss std_wss mean_wss_aneurysm std_wss_aneurysm mean_wss_vessels std_wss_vessels min_osi_aneurysm max_osi_aneurysm mean_osi_aneurysm std_osi_aneurysm min_tawss_aneurysm max_tawss_aneurysm mean_tawss_aneurysm std_tawss_aneurysm KER VDR LSA HSA SCI ICI
0.16199 33.80213 0.16199 33.80213 1.97562 26.70040 5.44927 4.27262 1.32441 3.22594 7.96190 2.52164 0.00000 0.04347 0.00045 0.00185 0.00336 0.98616 0.03995 0.09439 0.03547 0.17630 0.94460 0.01322 16.38108 0.44789
0.12163 77.30867 0.12163 77.30867 1.59341 56.74676 10.74131 8.81111 3.57658 7.72686 15.10567 6.18395 0.00000 0.18284 0.00186 0.00690 0.01441 3.71471 0.15418 0.35838 0.06641 0.25207 0.90706 0.02471 11.48117 0.46892
0.03780 72.48013 0.03780 72.48013 1.11809 55.41456 10.24396 8.24306 4.57454 7.81362 13.69746 6.37515 0.00000 0.45847 0.01038 0.02878 0.03877 7.70916 0.37619 0.77383 0.10377 0.35655 0.84713 0.03163 8.29302 0.47126
0.07545 55.14052 0.07545 55.14052 1.25302 42.78958 7.91727 6.22417 3.30559 5.69175 10.72645 4.66459 0.00000 0.46531 0.01577 0.03818 0.05212 10.81801 0.57171 1.10093 0.08580 0.33654 0.88904 0.02673 8.93747 0.46549
0.03838 53.94251 0.03838 53.94251 1.30749 41.23498 7.68209 6.11437 2.91098 5.44654 10.58839 4.44699 0.00000 0.48202 0.01551 0.03924 0.06086 13.51634 0.72377 1.37475 0.07321 0.29938 0.90140 0.02409 10.07026 0.46565
0.03389 48.97134 0.03389 48.97134 1.05391 37.44925 6.94527 5.55547 2.68351 4.98588 9.54130 4.08873 0.00000 0.46332 0.01412 0.03688 0.06771 16.13225 0.86533 1.63973 0.07553 0.30545 0.89704 0.02523 9.88513 0.46701
0.01325 37.07619 0.01325 37.07619 1.08466 28.61349 5.41287 4.26022 2.00481 3.72001 7.48887 3.06441 0.00000 0.44507 0.01312 0.03519 0.07273 18.26428 0.98286 1.85600 0.06729 0.29160 0.90699 0.02408 10.05675 0.45775
0.01586 42.12514 0.01586 42.12514 1.36259 32.28649 6.16662 4.91192 1.99378 4.13939 8.70849 3.36429 0.00000 0.45555 0.01237 0.03368 0.07823 20.19649 1.07915 2.04597 0.05539 0.24794 0.91926 0.02033 11.92410 0.45932
0.02132 44.94653 0.02132 44.94653 1.17528 34.15903 6.43971 5.17272 2.23715 4.49817 8.99968 3.66318 0.00000 0.44285 0.01169 0.03214 0.08372 22.41039 1.18609 2.26515 0.06328 0.26771 0.90954 0.02382 10.89256 0.46238
0.03149 41.36853 0.03149 41.36853 1.08431 31.65668 5.94978 4.75731 2.12807 4.15503 8.27775 3.40374 0.00000 0.42573 0.01091 0.03034 0.08822 24.58868 1.29656 2.48366 0.06558 0.27761 0.90726 0.02414 10.53541 0.46300
0.01268 35.76169 0.01268 35.76169 1.06556 27.54582 5.23795 4.15477 1.81957 3.56307 7.32023 2.93085 0.00000 0.41229 0.01027 0.02895 0.09293 26.51341 1.39538 2.67619 0.06086 0.26880 0.91185 0.02138 11.05994 0.46020
0.03773 31.76557 0.03773 31.76557 1.05350 24.64641 4.73533 3.74505 1.56210 3.13926 6.66828 2.58761 0.00000 0.39742 0.00979 0.02782 0.09732 28.19526 1.47955 2.84274 0.05521 0.25283 0.91963 0.01918 11.78308 0.45817
0.01791 29.54133 0.01791 29.54133 1.06201 23.14604 4.46513 3.52879 1.40572 2.90535 6.32875 2.39190 0.00000 0.38269 0.00945 0.02694 0.10195 29.72169 1.55334 2.99267 0.05108 0.23892 0.92473 0.01807 12.38890 0.45557
